,year,movie_title,certificate,duration,genre,rate,metascore,votes,gross,user_reviews,critic_reviews,cartoon,number_of_genres
258,2003,Daddy Day Care,PG,92,Comedy|Family,5.5,39,51019,104150000,116,80,False,2
259,2004,The Incredibles,PG,115,Animation|Action|Adventure,8.0,90,496362,261440000,818,285,True,3
260,2003,The Italian Job,PG-13,111,Action|Crime|Thriller,7.0,68,293086,106130000,500,154,False,3
261,2006,Mission: Impossible III,PG-13,126,Action|Adventure|Thriller,6.900000099999999,66,265019,133380000,872,307,False,3
262,2003,The Cooler,R,101,Crime|Drama|Fantasy,7.0,69,29123,8240000,216,136,False,3
263,2004,The Motorcycle Diaries,R,126,Adventure|Biography|Drama,7.80000019,75,85134,16760000,299,189,False,3
264,2004,Resident Evil: Apocalypse,R,94,Action|Horror|Sci-Fi,6.19999981,35,156010,50740000,676,192,False,3
265,2003,Big Fish,PG-13,125,Adventure|Drama|Fantasy,8.0,58,358748,66260000,823,235,False,3
266,2004,The Day After Tomorrow,PG-13,124,Action|Adventure|Sci-Fi,6.4000001,47,343004,186740000,1162,238,False,3
267,2003,Elf,PG,97,Comedy|Family|Fantasy,6.900000099999999,64,157147,173380000,410,154,False,3
268,2005,Kingdom of Heaven,R,144,Action|Adventure|Drama,7.19999981,63,223936,47400000,943,238,False,3
269,2003,Underworld,R,121,Action|Fantasy|Thriller,7.0,42,215559,51480000,818,225,False,3
270,2003,2 Fast 2 Furious,PG-13,107,Action|Crime|Thriller,5.9000001,38,198288,127080000,376,149,False,3
271,2003,Freaky Friday,PG,97,Comedy|Family|Fantasy,6.0999999,70,100338,110220000,272,129,False,3
272,2002,Twin Sisters,R,137,Drama|Romance|War,7.5,0,5735,1207,30,28,False,3
273,2003,The Texas Chainsaw Massacre,R,98,Horror,6.19999981,38,111252,80150000,733,233,False,1
274,2003,The Last Samurai,R,154,Action|Drama|History,7.69999981,55,326503,111110000,938,187,False,3
275,2003,Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,143,Action|Adventure|Fantasy,8.0,63,839783,305390000,2127,269,False,3
276,2003,Mystic River,R,138,Crime|Drama|Mystery,8.0,84,347851,90140000,938,230,False,3
277,2004,Around the World in 80 Days,PG,120,Action|Adventure|Comedy,5.80000019,49,70903,24000000,192,187,False,3
278,2009,Coraline,PG,100,Animation|Family|Fantasy,7.69999981,80,151828,75280000,287,315,True,3
279,2004,Man on Fire,R,146,Action|Crime|Drama,7.69999981,47,274306,77860000,694,170,False,3
280,2003,Thirteen,R,100,Drama,6.80000019,70,69939,4600000,545,126,False,1
281,2003,Under the Tuscan Sun,PG-13,113,Comedy|Drama|Romance,6.80000019,52,37099,43600000,318,109,False,3
282,2003,Brother Bear,G,85,Animation|Adventure|Comedy,6.80000019,48,73916,85330000,159,113,True,3
283,2003,Freddy vs. Jason,R,97,Action|Horror|Thriller,5.80000019,37,91648,82160000,891,268,False,3
284,2003,Seabiscuit,PG-13,150,Drama|History|Sport,7.30000019,72,58634,120147445,456,174,False,3
285,2005,xXx: State of the Union,PG-13,101,Action|Adventure|Crime,4.30000019,37,53430,26080000,217,79,False,3
286,2005,Harry Potter and the Goblet of Fire,PG-13,157,Adventure|Family|Fantasy,7.69999981,81,405392,289990000,1902,297,False,3
287,2004,The Punisher,R,124,Action|Crime|Drama,6.5,33,127284,33680000,626,191,False,3
288,2004,The Notebook,PG-13,123,Drama|Romance,7.900000099999999,53,410677,60000,1113,176,False,2
289,2003,School of Rock,PG-13,108,Comedy|Family|Music,7.099999900000001,82,216617,81260000,480,204,False,3
290,2004,Troy,R,163,Adventure,7.19999981,56,395204,133230000,1704,219,False,1
291,2003,Girl with a Pearl Earring,PG-13,100,Biography|Drama|Romance,7.0,72,61969,11630000,298,158,False,3
292,2003,Lost in Translation,R,101,Drama,7.80000019,89,330944,44570000,1858,263,False,1
293,2004,The Passion of the Christ,R,127,Drama,7.099999900000001,47,183079,370780000,2817,397,False,1
294,2003,Something's Gotta Give,PG-13,128,Comedy|Drama|Romance,6.69999981,66,93684,124590000,403,144,False,3
295,2007,Live Free or Die Hard,PG-13,128,Action|Adventure|Thriller,7.19999981,69,342686,134520000,784,352,False,3
296,2004,Eternal Sunshine of the Spotless Mind,R,108,Drama|Fantasy|Romance,8.30000019,89,696228,34130000,1535,277,False,3
297,2003,The Barbarian Invasions,R,99,Comedy|Crime|Drama,7.69999981,70,25362,3430000,166,134,False,3
298,2003,Evil,Not Rated,113,Drama,7.80000019,61,30983,20000,91,67,False,1
299,2003,Paycheck,PG-13,119,Action|Mystery|Sci-Fi,6.30000019,43,91464,53790000,349,194,False,3
300,2004,The Polar Express,G,100,Animation|Adventure|Family,6.599999900000001,61,129570,580000,453,183,True,3
301,2004,Van Helsing,PG-13,131,Action|Adventure,6.0,35,202387,120030000,1344,233,False,2
302,2004,The Aviator,PG-13,170,Biography|Drama,7.5,77,272977,102610000,806,266,False,2
303,2004,A Series of Unfortunate Events,PG,108,Adventure|Comedy|Family,6.80000019,62,164113,118630000,600,186,False,3
304,2004,Being Julia,R,104,Comedy|Drama|Romance,7.099999900000001,65,10852,7740000,112,93,False,3
305,2003,Monster,R,109,Biography|Crime|Drama,7.30000019,74,108623,34470000,538,184,False,3
306,2004,50 First Dates,PG-13,99,Comedy|Romance,6.80000019,48,273503,120780000,459,146,False,2
307,2006,The Good Shepherd,R,167,Drama|History|Thriller,6.69999981,61,88382,59900000,482,195,False,3
308,2004,"I, Robot",PG-13,115,Action|Mystery|Sci-Fi,7.099999900000001,59,402365,144800000,790,225,False,3
309,2004,A Very Long Engagement,R,133,Drama|Mystery|Romance,7.69999981,76,63994,6170000,241,186,False,3
310,2004,Alexander,R,175,Action|Adventure|Biography,5.5,39,141884,34290000,1397,245,False,3
311,2004,Howl's Moving Castle,PG,119,Animation|Adventure|Family,8.19999981,80,227522,4710000,332,215,True,3
312,2006,Superman Returns,PG-13,154,Action|Adventure|Sci-Fi,6.0999999,72,244354,200070000,2371,431,False,3
313,2005,Waiting...,R,94,Comedy,6.80000019,30,77646,16100000,236,91,False,1
314,2003,Cheaper by the Dozen,PG,98,Comedy|Family,5.80000019,46,77474,138610000,288,104,False,2
315,2004,King Arthur,PG-13,126,Action|Adventure|Drama,6.30000019,46,139827,51880000,891,171,False,3
316,2004,Ocean's Twelve,PG-13,125,Crime|Thriller,6.5,58,293417,125530000,632,196,False,2
317,2004,Ray,PG-13,152,Biography|Drama|Music,7.69999981,73,113740,75305995,436,207,False,3
318,2005,Madagascar,PG,86,Animation|Adventure|Comedy,6.900000099999999,57,278169,193140000,387,180,True,3
319,2002,The Twilight Samurai,0,129,Drama|History,8.10000038,82,18588,0,101,93,False,2
320,2004,Walking Tall,PG-13,86,Action|Crime,6.19999981,44,54749,45860000,224,117,False,2
321,2005,Cinderella Man,PG-13,144,Biography|Drama|Sport,8.0,69,152076,61640000,531,201,False,3
322,2005,The Brothers Grimm,PG-13,118,Action|Adventure|Comedy,5.9000001,51,100722,37900000,493,235,False,3
323,2004,EuroTrip,R,93,Comedy,6.599999900000001,45,165885,17720000,317,92,False,1
324,2004,A Cinderella Story,PG,95,Comedy|Family|Romance,5.9000001,25,65358,51430000,234,68,False,3
325,2005,The Family Stone,PG-13,103,Comedy|Drama|Romance,6.30000019,56,50844,6060000,477,141,False,3
326,2005,Mr. & Mrs. Smith,PG-13,120,Action|Comedy|Crime,6.5,55,361385,186340000,803,230,False,3
327,2004,Anchorman: The Legend of Ron Burgundy,PG-13,94,Comedy,7.19999981,63,275291,84140000,579,180,False,1
328,2005,Robots,PG,91,Animation|Adventure|Comedy,6.30000019,64,106559,128200000,271,162,True,3
329,2005,Walk the Line,PG-13,136,Biography|Drama|Music,7.900000099999999,72,192695,119520000,815,288,False,3
330,2013,The Secret Life of Walter Mitty,PG,114,Adventure|Comedy|Drama,7.30000019,54,244276,58230000,519,363,False,3
331,2005,Constantine,R,121,Drama|Fantasy|Horror,6.900000099999999,50,242257,75500000,1012,284,False,3
332,2005,King Kong,PG-13,187,Action|Adventure|Drama,7.19999981,81,323522,218050000,2624,446,False,3
333,2009,Inglourious Basterds,R,153,Adventure|Drama|War,8.30000019,69,928117,120520000,1546,492,False,3
334,2004,The Terminal,PG-13,128,Comedy|Drama|Romance,7.30000019,55,315946,77030000,608,152,False,3
335,2004,Kinsey,R,118,Biography|Drama|Romance,7.099999900000001,79,43265,10210000,205,189,False,3
336,2004,The Life Aquatic with Steve Zissou,R,119,Adventure|Comedy|Drama,7.30000019,62,144255,24010000,635,261,False,3
337,2004,Downfall,R,156,Biography|Drama|History,8.30000019,82,259483,5500000,566,199,False,3
338,2004,Dawn of the Dead,R,101,Action|Horror|Thriller,7.400000099999999,59,199440,58890000,1062,286,False,3
339,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,143,Adventure|Family|Fantasy,6.900000099999999,75,297403,291710000,1467,282,False,3
340,2004,Taking Lives,R,103,Crime|Mystery|Thriller,6.19999981,38,66966,32680000,313,142,False,3
341,2004,Dodgeball: A True Underdog Story,PG-13,92,Comedy|Sport,6.69999981,55,190410,114320000,393,191,False,2
342,2005,Syriana,R,128,Drama|Thriller,7.0,76,112008,50820000,627,356,False,2
343,2006,Happy Feet,PG,108,Animation|Comedy|Family,6.5,77,138325,197990000,549,203,True,3
344,2004,Harold & Kumar Go to White Castle,R,88,Adventure|Comedy,7.099999900000001,64,158629,18230000,316,150,False,2
345,2005,The Squid and the Whale,R,81,Comedy|Drama,7.400000099999999,82,61824,7360000,235,122,False,2
346,2005,Charlie and the Chocolate Factory,PG,115,Adventure|Comedy|Family,6.69999981,72,333750,206460000,1363,272,False,3
347,2008,Indiana Jones and the Kingdom of the Crystal Skull,PG-13,122,Action|Adventure|Fantasy,6.19999981,65,344036,317010000,2060,472,False,3
348,2003,The Room,R,99,Drama,3.5,0,32502,0,324,70,False,1
349,2004,The Village,PG-13,108,Drama|Mystery|Thriller,6.5,44,198455,114200000,2009,262,False,3
350,2007,I'm Not There.,R,135,Biography|Drama|Music,7.0,73,49428,4000000,230,233,False,3
351,2004,National Treasure,PG,131,Action|Adventure|Family,6.900000099999999,39,260609,173010000,696,192,False,3
352,2004,Collateral,R,120,Crime|Drama|Thriller,7.599999900000001,71,301264,100000000,840,296,False,3
353,2015,Jurassic World,PG-13,124,Action|Adventure|Sci-Fi,7.0,59,439876,652180000,1307,652,False,3
354,2004,The Sea Inside,PG-13,125,Biography|Drama|Romance,8.10000038,74,66451,2090000,140,156,False,3
355,2004,AVP: Alien vs. Predator,PG-13,101,Action|Horror|Sci-Fi,5.5999999,29,147853,80280000,1288,245,False,3
356,2004,Spanglish,PG-13,131,Comedy|Drama|Romance,6.4000001,48,67001,42040000,345,124,False,3
357,2005,The Hitchhiker's Guide to the Galaxy,PG,109,Adventure|Comedy|Sci-Fi,6.80000019,63,159825,51020000,1057,277,False,3
358,2008,Iron Man,PG-13,126,Action|Adventure|Sci-Fi,7.900000099999999,79,720219,318300000,1063,489,False,3
359,2004,The Bourne Supremacy,PG-13,108,Action|Mystery|Thriller,7.80000019,73,364203,176050000,815,238,False,3
360,2005,The Wedding Date,PG-13,90,Comedy|Romance,6.0999999,32,39623,31590000,252,102,False,2
361,2005,Batman Begins,PG-13,140,Action|Adventure,8.30000019,70,1021111,205340000,2692,473,False,2
362,2004,The Chorus,PG-13,97,Drama|Music,7.900000099999999,56,45823,3630000,110,112,False,2
363,2005,Kiss Kiss Bang Bang,R,103,Comedy|Crime|Mystery,7.599999900000001,72,181413,4240000,338,224,False,3
364,2007,Harry Potter and the Order of the Phoenix,PG-13,138,Adventure|Family|Fantasy,7.5,71,373912,292000000,1114,332,False,3
365,2004,Napoleon Dynamite,PG,96,Comedy,6.900000099999999,64,165403,44540000,1477,220,False,1
366,2004,Sideways,R,126,Comedy|Drama|Romance,7.5,94,153557,71502303,841,283,False,3
367,2004,Crash,R,112,Crime|Drama|Thriller,7.80000019,69,368775,54560000,1627,284,False,3
368,2004,Closer,R,104,Drama|Romance,7.30000019,65,171899,33990000,906,211,False,2
369,2006,X-Men: The Last Stand,PG-13,104,Action|Adventure|Fantasy,6.69999981,58,395539,234360000,1916,331,False,3
370,2004,Mean Girls,PG-13,97,Comedy,7.0,66,255717,86050000,558,161,False,1
371,2005,The Ring Two,PG-13,110,Horror|Mystery|Sci-Fi,5.4000001,44,73699,75890000,561,196,False,3
372,2004,Kill Bill: Vol. 2,R,137,Action|Crime|Drama,8.0,83,530176,66210000,942,305,False,3
373,2005,Capote,R,114,Biography|Crime|Drama,7.400000099999999,88,103895,28747570,416,271,False,3
374,2005,Serenity,PG-13,119,Action|Adventure|Sci-Fi,8.0,74,248181,25340000,1600,274,False,3
375,2009,The Lovely Bones,PG-13,135,Drama|Fantasy|Thriller,6.69999981,42,128300,43980000,598,310,False,3
376,2006,Casino Royale,PG-13,144,Action|Adventure|Thriller,8.0,80,485719,167010000,2308,399,False,3
377,2004,Before Sunset,R,80,Drama|Romance,8.0,90,175268,5790000,493,216,False,2
378,2004,White Chicks,PG-13,109,Comedy|Crime,5.5,41,102225,69150000,254,61,False,2
379,2007,3:10 to Yuma,R,122,Adventure|Crime|Drama,7.69999981,76,243878,53570000,565,295,False,3
380,2004,As It Is in Heaven,0,133,Comedy|Drama|Music,7.599999900000001,0,13900,10000,95,34,False,3
381,2006,The Da Vinci Code,PG-13,149,Mystery|Thriller,6.599999900000001,46,329979,217540000,1974,301,False,2
382,2007,Ratatouille,G,111,Animation|Comedy|Family,8.0,96,491643,206440000,633,320,True,3
383,2006,Pirates of the Caribbean: Dead Man's Chest,PG-13,151,Action|Adventure|Fantasy,7.30000019,53,539213,423030000,1837,312,False,3
384,2004,Vera Drake,R,125,Crime|Drama,7.69999981,83,20719,3750000,168,168,False,2
385,2006,Accepted,PG-13,93,Comedy,6.5,47,107920,36300000,209,111,False,1
386,2005,The Amityville Horror,R,90,Drama|Horror|Mystery,6.0,33,83807,64260000,522,182,False,3
387,2005,Green Street Hooligans,R,109,Crime|Drama|Sport,7.5,55,121088,340000,381,78,False,3
388,2004,House of Flying Daggers,PG-13,119,Action|Adventure|Drama,7.599999900000001,89,94503,11040000,421,247,False,3
389,2007,The Golden Compass,PG-13,113,Adventure|Family|Fantasy,6.0999999,51,152755,70080000,670,250,False,3
390,2006,Monster House,PG,91,Animation|Comedy|Family,6.599999900000001,68,75188,73660000,232,190,True,3
391,2005,Hitch,PG-13,118,Comedy|Romance,6.599999900000001,58,251257,177580000,374,171,False,2
392,2005,The Constant Gardener,R,129,Drama|Mystery|Romance,7.5,82,114432,33570000,567,227,False,3
393,2004,Saw,R,103,Horror|Mystery|Thriller,7.69999981,46,309265,55150000,1521,287,False,3
394,2006,Idiocracy,R,84,Adventure|Comedy|Sci-Fi,6.599999900000001,66,112655,440000,439,125,False,3
395,2006,The Black Dahlia,R,121,Crime|Drama|Mystery,5.5999999,49,64465,22520000,647,240,False,3
396,2005,Brokeback Mountain,R,134,Drama|Romance,7.69999981,87,266587,83030000,2263,354,False,2
397,2007,Bee Movie,PG,91,Animation|Adventure|Comedy,6.19999981,54,110122,126600000,223,194,True,3
398,2006,Click,PG-13,107,Comedy|Drama|Fantasy,6.4000001,45,253570,137340000,687,171,False,3
399,2004,Maria Full of Grace,R,101,Crime|Drama,7.5,87,30997,6520000,174,154,False,2
400,2004,Hotel Rwanda,PG-13,121,Biography|Drama|History,8.10000038,79,275466,23470000,625,186,False,3
401,2005,The Devil's Rejects,R,107,Crime|Horror,6.900000099999999,53,78555,16900000,688,264,False,2
402,2005,The Pacifier,PG,95,Action|Comedy|Drama,5.5,30,69151,113010000,226,126,False,3
403,2005,North Country,R,126,Drama,7.30000019,68,33671,18320000,214,154,False,1
404,2006,Perfume: The Story of a Murderer,R,147,Crime|Drama|Fantasy,7.5,56,195889,2210000,485,227,False,3
405,2005,Wedding Crashers,R,119,Comedy|Romance,7.0,64,286038,209220000,651,186,False,2
406,2005,House of Wax,R,108,Horror,5.30000019,41,96828,32050000,577,227,False,1
407,2005,Memoirs of a Geisha,PG-13,145,Drama|Romance,7.30000019,54,121851,57010000,548,226,False,2
408,2008,Bolt,PG,96,Animation|Adventure|Comedy,6.900000099999999,67,151440,114050000,179,226,True,3
409,2005,The Longest Yard,PG-13,113,Comedy|Crime|Sport,6.4000001,48,133979,158120000,317,134,False,3
410,2010,Tangled,PG,100,Animation|Adventure|Comedy,7.80000019,71,307108,200810000,391,325,True,3
411,2007,Bridge to Terabithia,PG,96,Adventure|Drama|Family,7.19999981,74,114494,82230000,524,180,False,3
412,2005,A History of Violence,R,96,Crime|Drama|Thriller,7.5,81,191672,31490000,1125,442,False,3
413,2005,The Island,PG-13,136,Action|Adventure|Romance,6.900000099999999,50,268365,35800000,904,255,False,3
414,2007,The Diving Bell and the Butterfly,PG-13,112,Biography|Drama,8.0,92,91921,5990000,176,260,False,2
415,2006,A Good Year,PG-13,117,Comedy|Drama|Romance,6.900000099999999,47,73194,7460000,198,148,False,3
416,2012,John Carter,PG-13,132,Action|Adventure|Sci-Fi,6.599999900000001,51,216838,73060000,746,463,False,3
417,2005,Sin City,R,124,Crime|Thriller,8.0,74,675121,74100000,1739,374,False,2
418,2006,Underworld: Evolution,R,106,Action|Adventure|Fantasy,6.80000019,36,162103,62320000,511,205,False,3
419,2005,The New World,PG-13,135,Biography|Drama|History,6.69999981,69,72432,12710000,674,221,False,3
420,2005,The Sisterhood of the Traveling Pants,PG,119,Comedy|Drama|Family,6.5,66,46136,39010000,222,87,False,3
421,2006,Little Children,R,136,Drama|Romance,7.599999900000001,75,94414,5460000,322,251,False,2
422,2006,The Lives of Others,R,137,Drama|Thriller,8.5,89,272075,11280000,412,215,False,2
423,2004,Million Dollar Baby,PG-13,132,Drama|Sport,8.10000038,86,501680,100420000,1113,267,False,2
424,2005,Sky High,PG,100,Adventure|Comedy|Family,6.19999981,62,63543,63940000,221,127,False,3
425,2005,The 40-Year-Old Virgin,R,116,Comedy|Romance,7.099999900000001,73,322104,109240000,548,214,False,2
426,2005,Zathura: A Space Adventure,PG,101,Action|Adventure|Comedy,6.0999999,67,70313,28050000,204,135,False,3
427,2005,Transamerica,R,103,Adventure|Comedy|Drama,7.400000099999999,66,36922,9010000,231,170,False,3
428,2005,War of the Worlds,PG-13,116,Adventure|Sci-Fi|Thriller,6.5,73,344528,234280000,2746,397,False,3
429,2006,The Departed,R,151,Crime|Drama|Thriller,8.5,85,910945,132370000,2074,353,False,3
430,2007,Sweeney Todd: The Demon Barber of Fleet Street,R,116,Drama|Horror|Musical,7.400000099999999,83,291007,52880000,785,384,False,3
431,2005,Munich,R,164,Drama|Thriller,7.599999900000001,74,180785,47380000,829,298,False,2
432,2006,Poseidon,PG-13,98,Action|Adventure|Drama,5.5999999,50,84100,60660000,630,229,False,3
433,2009,Watchmen,R,162,Action|Drama|Mystery,7.599999900000001,56,402967,107500000,1241,452,False,3
434,2005,Hustle & Flow,R,116,Crime|Drama|Music,7.400000099999999,68,34222,22200000,206,156,False,3
435,2006,The Lake House,PG,99,Drama|Fantasy|Romance,6.80000019,52,116909,52320000,547,175,False,3
436,2008,Hellboy II: The Golden Army,PG-13,120,Action|Adventure|Fantasy,7.0,78,213162,75750000,343,347,False,3
437,2005,Mrs Henderson Presents,R,103,Comedy|Drama|Music,7.099999900000001,71,13756,11030000,180,137,False,3
438,2007,Spider-Man 3,PG-13,139,Action|Adventure,6.19999981,59,396230,336530000,1906,392,False,2
439,2007,Elizabeth: The Golden Age,PG-13,114,Biography|Drama|History,6.900000099999999,45,56387,16260000,215,200,False,3
440,2005,Pride & Prejudice,PG,129,Drama|Romance,7.80000019,82,200254,38370000,1066,176,False,2
441,2006,The Fountain,PG-13,96,Drama|Sci-Fi,7.30000019,51,195816,10140000,920,273,False,2
442,2007,Mongol: The Rise of Genghis Khan,R,126,Adventure|Biography|Drama,7.30000019,74,38515,5700000,166,160,False,3
443,2005,Match Point,R,119,Drama|Romance|Thriller,7.69999981,72,171953,23090000,737,280,False,3
444,2006,300,R,117,Action|Fantasy,7.69999981,52,625098,210590000,2077,456,False,2
445,2009,Harry Potter and the Half-Blood Prince,PG,153,Adventure|Family|Fantasy,7.5,78,339955,301960000,980,380,False,3
446,2007,Transformers,PG-13,144,Action|Adventure|Sci-Fi,7.099999900000001,61,523342,318760000,1787,395,False,3
447,2006,Flags of Our Fathers,R,135,Drama|History|War,7.099999900000001,79,103727,33570000,416,276,False,3
448,2005,Jarhead,R,125,Action|Drama|War,7.099999900000001,58,147149,62650000,657,261,False,3
449,2005,Junebug,R,106,Comedy|Drama,7.0,80,19448,2680000,187,138,False,2
450,2004,Yesterday,R,90,Drama,7.80000019,0,1945,0,32,11,False,1
451,2007,The Kite Runner,PG-13,128,Drama,7.599999900000001,61,69543,15800000,232,201,False,1
452,2008,The Curious Case of Benjamin Button,PG-13,166,Drama|Fantasy|Romance,7.80000019,70,474130,127490000,831,364,False,3
453,2006,Marie Antoinette,PG-13,123,Biography|Drama|History,6.4000001,65,82221,15960000,622,262,False,3
454,2007,Surf's Up,PG,85,Animation|Comedy|Family,6.69999981,64,55793,58870000,113,152,True,3
455,2005,Hard Candy,R,104,Crime|Drama|Thriller,7.099999900000001,58,135011,1010000,656,229,False,3
456,2005,Joyeux Noel,PG-13,116,Drama|History|Music,7.80000019,70,22450,1050000,147,118,False,3
457,2007,Hot Fuzz,R,116,Action|Comedy|Mystery,7.900000099999999,81,364391,23620000,694,284,False,3
458,2006,Lucky Number Slevin,R,110,Crime|Drama|Mystery,7.80000019,53,268043,22490000,511,200,False,3
459,2005,Sophie Scholl: The Final Days,0,120,Biography|Crime|Drama,7.69999981,76,22881,680000,103,129,False,3
460,2006,Alpha Dog,R,122,Biography|Crime|Drama,6.900000099999999,53,89472,15230000,265,96,False,3
461,2007,August Rush,PG,114,Drama|Music,7.5,38,89560,31660000,366,146,False,2
462,2006,Failure to Launch,PG-13,97,Comedy|Romance,5.5999999,47,60052,88660000,243,140,False,2
463,2007,Hairspray,PG,117,Comedy|Drama|Family,6.69999981,81,101230,118820000,401,218,False,3
464,2010,The A-Team,PG-13,117,Action|Adventure|Comedy,6.80000019,47,215789,77210000,366,313,False,3
465,2005,Four Brothers,R,109,Action|Crime|Drama,6.900000099999999,49,112752,74480000,342,123,False,3
466,2007,P.S. I Love You,PG-13,126,Drama|Romance,7.099999900000001,39,173521,53680000,246,130,False,2
467,2007,Resident Evil: Extinction,R,94,Action|Horror|Sci-Fi,6.30000019,41,153845,50650000,354,215,False,3
468,2009,Fantastic Mr. Fox,PG,87,Animation|Adventure|Comedy,7.80000019,83,145269,21000000,251,338,True,3
469,2011,Real Steel,PG-13,127,Action|Drama|Family,7.099999900000001,56,260321,85460000,431,328,False,3
470,2005,"Good Night, and Good Luck.",PG,93,Biography|Drama|History,7.5,80,85295,31501218,530,351,False,3
471,2005,V for Vendetta,R,132,Action|Drama|Thriller,8.19999981,62,825043,70500000,2061,523,False,3
472,2014,The Giver,PG-13,97,Drama|Romance|Sci-Fi,6.5,47,91081,45090000,276,198,False,3
473,2010,Toy Story 3,G,103,Animation|Adventure|Comedy,8.30000019,92,569305,414980000,735,455,True,3
474,2006,The Queen,PG-13,103,Biography|Drama,7.30000019,0,87829,56437947,426,278,False,2
475,2009,Terminator Salvation,PG-13,115,Action|Adventure|Sci-Fi,6.599999900000001,49,292569,125320000,980,425,False,3
476,2007,The Bourne Ultimatum,PG-13,115,Action|Mystery|Thriller,8.10000038,85,513043,227140000,833,328,False,3
477,2008,Kung Fu Panda,PG,92,Animation|Action|Adventure,7.599999900000001,73,320314,215400000,364,266,True,3
478,2006,Volver,R,121,Comedy|Crime|Drama,7.599999900000001,84,79297,12900000,234,230,False,3
479,2007,Beowulf,PG-13,115,Animation|Action|Adventure,6.19999981,59,144884,82160000,509,286,True,3
480,2012,Lincoln,PG-13,150,Biography|Drama|History,7.400000099999999,86,203189,182200000,728,540,False,3
481,2005,Don't Tell,R,120,Drama|Mystery,6.5,52,2112,30000,16,27,False,2
482,2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,R,84,Comedy,7.30000019,89,304596,128510000,1204,345,False,1
483,2006,Dreamgirls,PG-13,130,Drama|Music|Musical,6.5,76,57655,103338338,596,238,False,3
485,2007,The Assassination of Jesse James by the Coward Robert Ford,R,160,Biography|Crime|Drama,7.5,68,140232,3900000,418,273,False,3
486,2007,Zodiac,R,157,Crime|Drama|History,7.69999981,78,318164,33050000,600,380,False,3
487,2006,Days of Glory,R,120,Drama|War,7.099999900000001,82,12360,320000,64,94,False,2
488,2005,Paradise Now,PG-13,90,Crime|Drama|Thriller,7.5,71,19942,1450000,150,122,False,3
489,2007,Across the Universe,PG-13,133,Drama|Fantasy|Musical,7.400000099999999,56,93815,24340000,525,158,False,3
490,2010,Scott Pilgrim vs. the World,PG-13,112,Action|Comedy|Fantasy,7.5,69,284070,31490000,522,394,False,3
491,2007,Sunshine,R,107,Adventure|Sci-Fi|Thriller,7.30000019,64,195570,3680000,810,310,False,3
492,2008,Hancock,PG-13,92,Action|Crime|Drama,6.4000001,49,356899,227950000,591,321,False,3
493,2011,Puss in Boots,PG,90,Animation|Action|Adventure,6.69999981,65,118146,149230000,137,246,True,3
494,2006,Little Miss Sunshine,R,101,Comedy|Drama,7.80000019,80,366534,59890000,890,239,False,2
495,2007,Pirates of the Caribbean: At World's End,PG-13,169,Action|Adventure|Fantasy,7.099999900000001,50,486968,309400000,1242,300,False,3
496,2006,Babel,R,143,Drama,7.5,69,249475,34300000,916,251,False,1
497,2007,La Vie en Rose,PG-13,140,Biography|Drama|Music,7.599999900000001,66,68045,10299782,221,210,False,3
498,2006,Blood Diamond,R,143,Adventure|Drama|Thriller,8.0,64,413538,57370000,660,164,False,3
499,2005,Hostel,R,94,Horror,5.9000001,55,142505,47280000,1522,302,False,1
500,2008,Death Race,R,105,Action|Sci-Fi|Thriller,6.4000001,43,170577,36060000,213,229,False,3
501,2007,Gone Baby Gone,R,114,Crime|Drama|Mystery,7.69999981,72,200923,20300000,473,252,False,3
502,2006,The Good German,R,105,Drama|Mystery|Thriller,6.0999999,49,21852,1300000,177,182,False,3
503,2006,Lady in the Water,PG-13,110,Drama|Fantasy|Mystery,5.5999999,36,80401,42270000,1045,282,False,3
504,2006,Deja Vu,PG-13,126,Action|Sci-Fi|Thriller,7.0,59,249027,64030000,409,201,False,3
505,2006,The Hills Have Eyes,R,107,Horror,6.4000001,52,134308,41780000,860,265,False,1
506,2006,Inside Man,R,129,Crime|Drama|Mystery,7.599999900000001,76,280653,88500000,652,228,False,3
507,2012,Life of Pi,PG,127,Adventure|Drama|Fantasy,7.900000099999999,79,458272,124980000,756,555,False,3
508,2006,The Pursuit of Happyness,PG-13,117,Biography|Drama,8.0,64,351926,162590000,620,201,False,2
509,2006,She's the Man,PG-13,105,Comedy|Romance|Sport,6.4000001,45,120364,1020000,262,91,False,3
510,2006,The Last King of Scotland,R,123,Biography|Drama|History,7.69999981,74,149442,17605861,356,251,False,3
511,2008,Australia,PG-13,165,Adventure|Drama|Romance,6.599999900000001,53,104684,49550000,450,245,False,3
512,2014,The Equalizer,R,132,Action|Crime|Thriller,7.19999981,57,241373,101530000,448,296,False,3
513,2006,John Tucker Must Die,PG-13,89,Comedy|Romance,5.80000019,41,68991,41010000,169,100,False,2
514,2006,Grandma's Boy,R,94,Comedy,7.0,33,68919,6090000,202,60,False,1
515,2006,Pan's Labyrinth,R,118,Drama|Fantasy|War,8.19999981,98,485990,37620000,1095,415,False,3
516,2006,After the Wedding,R,120,Drama,7.80000019,78,26563,1530000,100,132,False,1
517,2006,The Holiday,PG-13,138,Comedy|Romance,6.900000099999999,52,190813,63220000,486,157,False,2
